,SMILES,Absorption solvent,Emission solvent,Absorption (nm),Emission (nm),DOI
15610,O=[O-][Rh+3]123[N-]4C5=CC=C4C(=C4C=CC(C(=C6C=CC([N-]16)=C(C1=[N]2C(C=C1)=C5C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)=[N]34)C1=CC=CC=C1,ClCCl,,485.0,,https://doi.org/10.1021/ic00238a027
15611,O=[O-][Rh+3]123[N-]4C5=CC=C4C(=C4C=CC(C(=C6C=CC([N-]16)=C(C1=[N]2C(C=C1)=C5C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)=[N]34)C1=CC=CC=C1,N#Cc1ccccc1,,485.0,,https://doi.org/10.1021/ic00238a027
15612,O=[O-][Rh+3]123[N-]4C5=CC=C4C(=C4C=CC(C(=C6C=CC([N-]16)=C(C1=[N]2C(C=C1)=C5C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)=[N]34)C1=CC=CC=C1,C1CCCO1,,485.0,,https://doi.org/10.1021/ic00238a027
15613,CC(C)(C)C1=CC=C(C2=[O][Rh+]([O-][C]12)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,Cc1ccccc1,,485.0,,https://doi.org/10.1063/1.335411
15614,CC1=[O][Rh+3]234[O]=C(C)[N-](C5=CC=CC=C5)[Rh++]2([O]=C(C)[N-]3C2=CC=CC=C2)([O]=C(C)[N-]4C2=CC=CC=C2)[N-]1C1=CC=CC=C1,ClCCl,,485.0,,https://doi.org/10.1021/ic00174a009
15615,CC1=[O][Rh+3]234[O]=C(C)[N-](C5=CC=CC=C5)[Rh++]2([O]=C(C)[N-]3C2=CC=CC=C2)([O]=C(C)[N-]4C2=CC=CC=C2)[N-]1C1=CC=CC=C1,CC(C)=O,,485.0,,https://doi.org/10.1021/ic00174a009
15616,CC1=[O][Rh+3]234[O]=C(C)[N-](C5=CC=CC=C5)[Rh++]2([O]=C(C)[N-]3C2=CC=CC=C2)([O]=C(C)[N-]4C2=CC=CC=C2)[N-]1C1=CC=CC=C1,,,485.0,,https://doi.org/10.1021/ja00384a052
15617,,N#Cc1ccccc1,,475.0,,https://doi.org/10.1021/ic00238a027
15618,,C1CCCO1,,475.0,,https://doi.org/10.1021/ic00238a027
15619,COC1=C([C]2[O-][Rh+]([O]=C2C(=C1OC)C(C)(C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,Cc1ccccc1,,475.0,,https://doi.org/10.1063/1.335411
15620,C[NH](C)[Rh+3]123([Cl-])[N-]4C5=CC=C4C(=C4C=CC(C(=C6C=CC([N-]16)=C(C1=[N]2C(C=C1)=C5C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)=[N]34)C1=CC=CC=C1,N#Cc1ccccc1,,475.0,,https://doi.org/10.1021/ic00220a020
15621,C[NH](C)[Rh+3]123([Cl-])[N-]4C5=CC=C4C(=C4C=CC(C(=C6C=CC([N-]16)=C(C1=[N]2C(C=C1)=C5C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)=[N]34)C1=CC=CC=C1,c1ccncc1,,475.0,,https://doi.org/10.1021/ic00220a020
15622,CC[P](CC)(CC)[Rh+](C#[O])([P](CC)(CC)CC)[Co-](C#[O])(C#[O])(C#[O])C#[O],CCCCCC,,475.0,,https://doi.org/10.1021/ic00229a028
15623,CC[P](CC)(CC)[Rh+](C#[O])([P](CC)(CC)CC)[Co-](C#[O])(C#[O])(C#[O])C#[O],CC#N,,475.0,,https://doi.org/10.1021/ic00229a028
15624,[Cl-][Rh+](C#[O])([P](C1=CC=CC=N1)(C1=CC=CC=N1)C1=CC=CC=N1)[P](C1=CC=CC=N1)(C1=NC=CC=C1)C1=NC=CC=C1,,,475.0,,https://doi.org/10.1016/s0020-1693(00)92006-1
15625,[Cl-][Rh+](C#[O])([P](C1=CC=CC=N1)(C1=CC=CC=N1)C1=CC=CC=N1)[P](C1=CC=CC=N1)(C1=NC=CC=C1)C1=NC=CC=C1,ClC(Cl)Cl,,475.0,,https://doi.org/10.1016/s0020-1693(00)92006-1
15626,C1=CC=CC(=C1)C1=[O][Rh+]234([O]=C([CH-]1)[C]1=5[Fe++]6789%10%11%12%13[CH]%14=[CH]6[CH]7=[CH]8[C@@H-]9%14)[C]6(=[C]2(CC[C]3(=[C]4(CC6)[H])[H])[H])[H].[C@@H-]1%10[CH]%11=[CH]%12[CH]=5%13,CO,,475.0,,https://doi.org/10.1039/a802398k
15627,,CO,,470.0,,https://doi.org/10.1039/a802398k
15628,[Rh+3]1234([C]5(=[C]1(C)[C]2(=[C]3([C@@-]45C)C)C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([N-]=[N+]=[N-])[N-]=[N+]=[N-],CC#N,,393.0,,https://doi.org/10.1039/c4dt02097a
15629,[Rh+3]1234([C]5(=[C]1(C)[C]2(=[C]3([C@@-]45C)C)C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([N-]=[N+]=[N-])[N-]=[N+]=[N-],C1CCCO1,,398.0,,https://doi.org/10.1039/c4dt02097a
15630,[Rh+3]1234([C]5(=[C]1(C)[C]2(=[C]3([C@@-]45C)C)C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([N-]=[N+]=[N-])[N-]=[N+]=[N-],CN(C)C=O,,397.0,,https://doi.org/10.1039/c4dt02097a
15631,[Rh+3]1234([C]5(=[C]1(C)[C]2(=[C]3([C@@-]45C)C)C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([N-]=[N+]=[N-])[N-]=[N+]=[N-],ClCCl,,398.0,,https://doi.org/10.1039/c4dt02097a
15632,[Rh+3]1234([C]5(=[C]1(C)[C]2(=[C]3([C@@-]45C)C)C)C)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([N-]=[N+]=[N-])[N-]=[N+]=[N-],Cc1ccccc1,,398.0,,https://doi.org/10.1039/c4dt02097a
15633,C[C]12=[C]3([C]4(C)=[C]5(C)[C-]1(C)[Rh+]2345([Si](CC)(CC)CC)([Si](CC)(CC)CC)([H])[H])C,C1CCCCC1,,398.0,,https://doi.org/10.1016/0040-1951(84)90185-9
15634,NC(=O)N[Rh++]([NH3])([NH3])([NH3])([NH3])[NH3],,,398.0,,https://doi.org/10.1021/ja00354a027
15635,[H][C@]1(CO[P@@]2(=O)OP([O-])(=O)[O-][Rh+3]([OH2])([OH2])([OH2])([OH2])[O-]2)O[C@@]([H])(N2C=NC3=C2N=CN=C3N)[C@]([H])(O)[C@]1([H])O,,,398.0,,https://doi.org/10.1021/ic00175a039
15636,[CH]12=[CH2][Rh+3]11345([C-]#N)([CH2-]2)[CH]2=[CH]1[CH]3=[CH]4[C@@H-]52,CO,,398.0,,https://doi.org/10.1093/aesa/45.4.687
15637,C1CS[Rh]234([NH2]1)[NH2]CCS2.C(CS3)[NH2]4,[H]O[H],,398.0,,https://doi.org/10.1246/bcsj.56.3272
15638,[Cl-][Rh+](C#[O])(C#[O])[N]1=CC=[N](C=C1)[Rh+]([Cl-])(C#[O])C#[O],CC#N,,398.0,,https://doi.org/10.1016/s0304-3940(02)00979-5
15639,FC(F)(F)C1=[O][Rh]234(OC(=[O][Rh]2(O1)(OC(=[O]3)C(F)(F)F)([O]=C(O4)C(F)(F)F)[N@@]12CC[C@@H](CC1)CC2)C(F)(F)F)[N@@]12CC[C@@H](CC1)CC2,ClCCl,,415.0,,https://doi.org/10.1021/ic00143a014
15640,CC1=[O][Rh++]234([NH-]C(C)=[O][Rh++]2([NH-]1)([NH-]C(C)=[O]3)([O]=C(C)[NH-]4)[N]1=CC=CC=C1)[N]1=CC=CC=C1,,,415.0,,https://doi.org/10.1021/ic181a600
15641,CC1=[O][Rh++]234([NH-]C(C)=[O][Rh++]2([NH-]1)([NH-]C(C)=[O]3)([O]=C(C)[NH-]4)[N]1=CC=CC=C1)[N]1=CC=CC=C1,,,415.0,,https://doi.org/10.1021/ic00194a026
15642,CC(C)[Rh++]12([N](O)=C(C)C(C)=[N]1[O-])([N](O)=C(C)C(C)=[N]2[O-])[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,,415.0,,https://doi.org/10.1021/ja00398a054
15643,CCC1=[O][Rh]234(OC(CC)=[O][Rh]2(O1)(OC(CC)=[O]3)([O]=C(CC)O4)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1,,,415.0,,https://doi.org/10.1021/ic00143a014
15644,CCC1=[O][Rh]234(OC(CC)=[O][Rh]2(O1)(OC(CC)=[O]3)([O]=C(CC)O4)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1,ClCCl,,415.0,,https://doi.org/10.1021/ic00143a014
15645,CC(C)(C)[P]1(CC[CH-]2CC[P](C(C)(C)C)(C(C)(C)C)[Rh+]12[N]#N)C(C)(C)C,CCCCCCC,,415.0,,https://doi.org/10.1021/ic300672g
15646,C[C@@]12CC[C@@H](CC1)C(C)(C)[N]#C[Rh@+]13C#[N][C@]4(C)CC[C@@H](CC4)C(C)(C)[N]#C[Rh@@+](C#[N]2)(C#[N][C@]2(C)CC[C@@H](CC2)C(C)(C)[N]#C1)C#[N]C(C)(C)[C@H]1CC[C@](C)(CC1)[N]#C3,,,438.596,,https://doi.org/10.1007/978-94-009-1616-6_10
15647,ClC1=CC=C(C=C1)[N-]1C=[N](C2=CC=C(Cl)C=C2)[Rh++]234[N-](C=[N](C5=CC=C(Cl)C=C5)[Rh++]12([N-](C=[N]3C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1)[N](=C[N-]4C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ClCCl,,438.596,,https://doi.org/10.1115/imece2000-1437
15648,FC(F)(F)C1=CC=C(C=C1)[N-]1C=[N](C2=CC=C(C=C2)C(F)(F)F)[Rh++]234[N-](C=[N](C5=CC=C(C=C5)C(F)(F)F)[Rh++]12([N-](C=[N]3C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F)[N](=C[N-]4C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F,ClCCl,,438.596,,https://doi.org/10.1115/imece2000-1437
15649,[Rh+]12345678[CH]9=[CH]1[CH]2=[C]3([C@H-]49)CC1=C2C=CC=CC2=CC2=CC=CC=C12.[CH2]5=[CH2]6.[CH2]7=[CH2]8,c1ccccc1,,438.596,,https://doi.org/10.1016/s0022-328x(99)00415-5
15650,C12=CC=CC=C1C(=C1C=CC=CC1=C2)C[C]12=[CH]3[CH]4=[CH]5[Rh+]134(C#[O])(C#[O])[C@@H-]25,c1ccccc1,,438.596,,https://doi.org/10.1016/s0022-328x(99)00415-5
15651,FC(F)(F)C1=CC=C(C=C1)[N-]1C=[N](C2=CC=C(C=C2)C(F)(F)F)[Rh+3]234[N-](C=[N](C5=CC=C(C=C5)C(F)(F)F)[Rh++]12([N-](C=[N]3C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F)[N](=C[N-]4C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F,ClC(Cl)(Cl)Cl,,438.596,,https://doi.org/10.1021/ic048377j
15652,[Rh+]12345678[C@@H-]9[CH]1=[CH]2[CH]3=[C]49CC1=C2C(C=CC=C2)=CC2=CC=CC=C12.C1C[CH]5=[CH]6CCCC1.C1C[CH]7=[CH]8CCCC1,c1ccccc1,,438.596,,https://doi.org/10.1016/s0022-328x(99)00415-5
15653,COC1=CC=C(C=C1)[N-]1C=[N](C2=CC=C(OC)C=C2)[Rh++]234[N-](C=[N](C5=CC=C(OC)C=C5)[Rh++]12([N-](C=[N]3C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1)[N](=C[N-]4C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,ClCCl,,438.596,,https://doi.org/10.1115/imece2000-1437
15654,C1=C2C(C=CC=C2)=C(C[C]2=3[Rh+]456([C@@H-]2[CH]4=[CH]5[CH]=36)([P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C12,c1ccccc1,,438.596,,https://doi.org/10.1016/s0022-328x(99)00415-5
15655,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,[H]O[H],,403.0,,https://doi.org/10.1115/detc2000/dac-14232
15656,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,[H]O[H],,403.0,,https://doi.org/10.1115/detc2000/dac-14232
15657,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,,,403.0,,https://doi.org/10.1115/detc2000/dac-14232
15658,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,[H]O[H],,403.0,,https://doi.org/10.1115/detc2000/dac-14232
15659,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,CC#N,,403.0,,https://doi.org/10.1097/00006534-199811000-00082
15660,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,[H]O[H],,403.0,,https://doi.org/10.1097/00006534-199811000-00082
15661,CCCC1=[O][Rh++]234([O-]C(CCC)=[O][Rh++]22([O-]1)([Cl-][Rh++]15([O-]C(CCC)=[O][Rh++]1([Cl-]3)([Cl-]2)([O]=C(CCC)[O-]5)[N]#CC)([Cl-]4)[N]#CC)[N]#CC)[N]#CC,,,403.0,,https://doi.org/10.1097/00006534-199811000-00082
15662,P1(OCC)(OCC)=[S][Rh+3]2345([C@-]6([C]2(=[C]3(C)[C]4(C)=[C]56C)C)C)([S-]1)[Cl-],C1CCCO1,,403.0,,https://doi.org/10.1021/acs.inorgchem.0c02245
15663,P1(OCC)(OCC)=[S][Rh+3]2345([C@-]6([C]2(=[C]3(C)[C]4(C)=[C]56C)C)C)([S-]1)[Cl-],ClCCl,,403.0,,https://doi.org/10.1016/s0022-328x(99)00127-8
15664,[H][B@-]1(N2N=C(C)C(Cl)=C2C)N2C(C)=C(Cl)C(C)=[N]2[Rh+](C#[O])([N]2=C(C)C(Cl)=C(C)N12)[P](C)(C1=CC=CC=C1)C1=CC=CC=C1,CCCCC,,352.0,,https://doi.org/10.1002/1099-0682(200109)2001:10<2689::aid-ejic2689>3.0.co;2-u
15665,CC(C)(C)[P]1(CC2=CC=CC3=[C-]2[Rh+3]1([I-])([C-](F)(F)F)[P](C3)(C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,352.0,,https://doi.org/10.1021/ja990779g
15666,CC(C)[P](C(C)C)(C(C)C)[Rh+](=C=CC1=CC=CC=C1)([C-]#CC#[C-][Rh+](=C=CC1=CC=CC=C1)([P](C(C)C)(C(C)C)C(C)C)[P](C(C)C)(C(C)C)C(C)C)[P](C(C)C)(C(C)C)C(C)C,CCCCCC,,352.0,,https://doi.org/10.1021/om990960y
15667,[O-]1[Rh+3]2345([C]6(=[C]2(C)[C]3(=[C]4([C@-]56C)C)C)C)([P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=C(OC)C=CC(=C12)C(C1=CC=C(C(C#N)C#N)C=C1)(C#N)C#N)[Cl-],ClCCl,,352.0,,https://doi.org/10.1007/978-3-322-94372-9_9
15668,[O-]1[Rh+3]2345([C]6(=[C]2(C)[C]3(=[C]4([C@-]56C)C)C)C)([P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=C(OC)C=CC(=C12)C(C1=CC=C(C(C#N)C#N)C=C1)(C#N)C#N)[Cl-],ClCCl,,352.0,,https://doi.org/10.1057/palgrave.jibs.8400338
15669,CC1=CC2=C([O-][Rh+3]3([Cl-])([C-]4=C(C=CC=C4)N=[N]23)([P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,ClCCl,,688.0,,https://doi.org/10.1016/j.jorganchem.2006.10.063
15670,CC1=CC2=C([O-][Rh+3]3([Cl-])([C-]4=C(C=CC=C4)N=[N]23)([P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,ClCCl,,688.0,,https://doi.org/10.1039/b005902l
15671,COC1=CC=C(C=C1)[N-]1C=[N](C2=CC=C(OC)C=C2)[Rh++]234[O-]C5=[O][Rh++]12([O-]C(CC1=[O][Rh++]267[O-]C(C5)=[O][Rh++]2([O-]1)([N-](C=[N]6C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1)[N-](C=[N]7C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1)=[O]3)[N-](C=[N]4C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,,,688.0,,https://doi.org/10.1007/s00406-003-0474-x
15672,C[C@@-]12[C]3(C)=[C]4(C)[C]5(C)=[C]1(C)[Rh+3]23451[S-]C2=C([S-][Rh+3]3456([S-]2)[C@-]2(C)[C]3(C)=[C]4(C)[C]5(C)=[C]62C)[S-]1,ClCCl,,688.0,,https://doi.org/10.1016/j.radcr.2024.07.173
15673,C[C@@-]12[C]3(C)=[C]4(C)[C]5(C)=[C]1(C)[Rh+3]23451[S-]C2=C([S-][Rh+3]3456([S-]2)[C@-]2(C)[C]3(C)=[C]4(C)[C]5(C)=[C]62C)[S-]1,ClCCl,,688.0,,https://doi.org/10.1021/ic990150e
15674,[O]#C[Rh+]1234(C#[O])[C@@H-]5[CH]1=[CH]2[C]3(CC1=CC=CC=N1)=[CH]45,CCO,,688.0,,https://doi.org/10.1016/j.jorganchem.2005.12.039
15675,[OH2][Rh+3]12([OH2])([OH2])[OH-][Rh+3]3([OH2])([OH2])([OH2])[OH-][Rh+3]([OH2])([OH2])([OH2])([OH-]1)[OH-]23,,,688.0,,https://doi.org/10.1002/ejic.201000655
15676,[OH2][Rh+3]12([OH2])([OH2])[OH-][Rh+3]3([OH2])([OH2])([OH2])[OH-][Rh+3]([OH2])([OH2])([OH2])([OH-]1)[OH-]23,,,350.0,,https://doi.org/10.1071/ch9950557
15677,[H][B@-]1(N2N=C(C)C(Cl)=C2C)N2C(C)=C(Cl)C(C)=[N]2[Rh+](C#[O])([N]2=C(C)C(Cl)=C(C)N12)[P](C)(C)C,CCCCC,,350.0,,https://doi.org/10.1002/1099-0682(200109)2001:10<2689::aid-ejic2689>3.0.co;2-u
15678,CC(=O)[OH][Rh++]1234[O-]C(C)=[O][Rh++]1([OH]C(C)=O)([O]=C(C)[O-]2)([C-]1=CC=CC=C1[P]3(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=[C-]4C=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClC(Cl)Cl,,350.0,,https://doi.org/10.1002/pat.4343
15679,,ClCCl,,350.0,,https://doi.org/10.1002/1099-0682(200108)2001:8<2041::aid-ejic2041>3.0.co;2-u
15680,,ClCCl,,357.0,,https://doi.org/10.1002/1099-0682(20011)2001:1<213::aid-ejic213>3.0.co;2-y
15681,[H][B@-]1(N2N=C(C)C=C2C)N2C(C)=CC(C)=[N]2[Rh+](C#[O])([N]2=C(C)C=C(C)N12)[P](C)(C1=CC=CC=C1)C1=CC=CC=C1,CCCCC,,357.0,,https://doi.org/10.1002/1099-0682(200109)2001:10<2689::aid-ejic2689>3.0.co;2-u
15682,COC(=O)[Rh+]1([NH2]C2=C(C=CC=C2)C(=O)[O-]1)C(=O)OC,CN(C)C=O,,357.0,,https://doi.org/10.1016/s0300-483x(03)00455-4
15683,COC(=O)[Rh+]1([NH2]C2=C(C=CC=C2)C(=O)[O-]1)C(=O)OC,CN(C)C=O,,357.0,,https://doi.org/10.1093/oseo/instance.00250540
15684,COC1=CC=C(C=C1)[P]1(C2=CC=C(OC)C=[C-]2[Rh++]234([O-]C(C)=[O][Rh++]12([O-]C(C)=[O]3)([O]=C(C)O)[O]=C(C)[O-]4)[O]=C(C)O)C1=CC=C(OC)C=C1,ClC(Cl)Cl,,495.0,,https://doi.org/10.1016/s0022-328x(98)00838-9
15685,CN1[P](F)(F)[Rh++]23([Cl-])([Cl-])[P](F)(F)N(C)[P](F)(F)[Rh++]2([Cl-])([Cl-])([P]1(F)F)[P](F)(F)N(C)[P]3(F)F,ClCCl,,495.0,,https://doi.org/10.1021/ic9505615
15686,[Fe++]123456789[C]%10(=[CH]1[C@@H-]2[CH]3=[CH]4%10)C1=[O][Rh+]234([O]=C([CH-]1)C(Cl)(Cl)Cl)[CH]1=[CH]2CC[CH]3=[CH]4CC1.[CH]51=[CH]6[CH]7=[CH]8[C@@H-]91,CO,,495.0,,https://doi.org/10.1016/s0020-1693(01)00805-2
15687,CC(C)[NH](C(C)C)[Rh+]([Cl-])(C#[O])C#[O],ClCCl,,495.0,,https://doi.org/10.1016/s0020-1693(00)89400-1
15688,CC(C)[NH](C(C)C)[Rh+]([Cl-])(C#[O])C#[O],,,495.0,,https://doi.org/10.1016/s0020-1693(00)89400-1
15689,CC(C)C1=CC(C(C)C)=C(C2=[O][Rh++]345[O-]C(=[O][Rh++]3([O-]2)([O-]C(=[O]4)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)[O]=C([O-]5)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)C(=C1)C(C)C,CCCCCC,,370.37,,https://doi.org/10.1021/ja025760j
15690,CC(C)C1=CC(C(C)C)=C(C2=[O][Rh++]345[O-]C(=[O][Rh++]3([O-]2)([O-]C(=[O]4)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)[O]=C([O-]5)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C)C(=C1)C(C)C,,,370.37,,https://doi.org/10.1016/s0020-1693(02)01088-5
15691,C[Si](C)(C)[O-]1[Rh+]234([O-]([Si](C)(C)C)[Rh+]1156[CH]7=[CH]1[C@@H]1C[C@H]7[CH]5=[CH]61)[CH]1=[CH]2[C@@H]2C[C@H]1[CH]3=[CH]42,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],,370.37,,https://doi.org/10.1016/0022-328x(95)05352-p
15692,[H][C@]1(C)CC(C)(C)[NH]2CC[NH]3[C@]([H])(C)CC(C)(C)[NH]4CC[NH]1[Rh+3]234([OH2])O[O-],,,370.37,,https://doi.org/10.1021/ic070015z
15693,[H][C@]1(C)CC(C)(C)[NH]2CC[NH]3[C@]([H])(C)CC(C)(C)[NH]4CC[NH]1[Rh+3]234([OH2])O[O-],[H]O[H],,454.0,,https://doi.org/10.1021/ic011018t
15694,CC1=CC=C(C=C1)C#C[C-]1=C(C(C2=CC=C(C)C=C2)=[C-](C#CC2=CC=C(C)C=C2)[Rh+3]1([C-]#C[Si](C)(C)C)([P](C)(C)C)([P](C)(C)C)[P](C)(C)C)C1=CC=C(C)C=C1,Cc1ccccc1,,454.0,,https://doi.org/10.62441/nano-ntp.v20i7.4800
15695,CC1=CC=C(C=C1)C#C[C-]1=C(C(C2=CC=C(C)C=C2)=[C-](C#CC2=CC=C(C)C=C2)[Rh+3]1([C-]#C[Si](C)(C)C)([P](C)(C)C)([P](C)(C)C)[P](C)(C)C)C1=CC=C(C)C=C1,,,454.0,,https://doi.org/10.1039/b108625a
15696,,ClCCl,,454.0,,https://doi.org/10.1016/j.ica.2007.06.027
15697,O=C1[O-][Rh+]([NH2]C2=C1C=CC=C2)(C#[O])C#[O],CN(C)C=O,,454.0,,https://doi.org/10.1016/s0300-483x(03)00455-4
15698,O=C1[O-][Rh+]([NH2]C2=C1C=CC=C2)(C#[O])C#[O],,,454.0,,https://doi.org/10.3917/puf.urtub.1999.01.0169
15699,CC(C)[P](C(C)C)(C(C)C)[Rh+]([F-])(=[13C]=[13CH2])[P](C(C)C)(C(C)C)C(C)C,CCCCCC,,454.0,,https://doi.org/10.1080/00207720110052030
15700,O=C1[O-][Rh+3]2([NH2]C3=C1C=CC=C3)(C#[O])[C--](=O)[Rh+3]1([NH2]C3=C(C=CC=C3)C(=O)[O-]1)(C#[O])[C--]2=O,CN(C)C=O,,454.0,,https://doi.org/10.1016/s0300-483x(03)00455-4
15701,O=C1[O-][Rh+3]2([NH2]C3=C1C=CC=C3)(C#[O])[C--](=O)[Rh+3]1([NH2]C3=C(C=CC=C3)C(=O)[O-]1)(C#[O])[C--]2=O,,,561.0,,https://doi.org/10.3917/puf.urtub.1999.01.0169
15702,CC(C)(C)C1=CC(=CC(=C1)C1=C2C=CC3=[N]2[Rh+3]24([I-])[N-]5C1=CC=C5C(=C1C=CC(C(=C5C=CC([N-]25)=C3C2=CC(=CC(=C2)C(C)(C)C)C(C)(C)C)C2=CC(=CC(=C2)C(C)(C)C)C(C)(C)C)=[N]41)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,561.0,,https://doi.org/10.1344/joned.v3i2.40773
15703,CC(C)[P](C(C)C)(C(C)C)[Rh+3]([Cl-])(=[13C--]=[13CH2])[P](C(C)C)(C(C)C)C(C)C,CCCCCC,,561.0,,https://doi.org/10.1080/00207720110052030
15704,CC12C[P](C)(C)[Rh+3]([Br-])([Br-])([Br-])([P](C)(C)C1)[P](C)(C)C2,CC#N,,561.0,,https://doi.org/10.1016/s0040-4039(96)90326-3
15705,CC12C[P](C)(C)[Rh+3]([I-])([I-])([I-])([P](C)(C)C1)[P](C)(C)C2,CC#N,,561.0,,https://doi.org/10.1016/s0040-4039(96)90326-3
15706,CC1=[O][Rh++]234([O-]C(C)=[O][Rh++]2([O-]1)([O-]C(C)=[O]3)([O]=C(C)[O-]4)[N]1=C(C=CC=C1)C1=CC=CC(=N1)C1=CC=CC=N1)[N]1=C(C=CC=C1)C1=CC=CC(=N1)C1=CC=CC=N1,,,561.0,,https://doi.org/10.1021/ic030093w
