,Unnamed: 0,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,Molecular weight (g mol-1)
5112,5112,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,522.5,537.2,45082.0,0.7,318.2175
5113,5113,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCC,521.2,535.2,30803.0,0.77,318.2175
5114,5114,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,c1ccccc1,522.7,536.4,5.0,0.59,318.2175
5115,5115,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,522.5,536.4,45112.0,0.5,318.2175
5116,5116,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOCC,518.8,532.8,44348.0,0.89,318.2175
5117,5117,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,518.6,533.2,17654.0,0.83,318.2175
5118,5118,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,518.4,534.0,23132.0,0.75,318.2175
5119,5119,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN1CCCC1=O,518.2,533.2,20576.0,0.57,318.2175
5120,5120,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,516.4,531.6,28611.0,0.8,318.2175
5121,5121,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,517.1,532.8,20941.0,0.67,318.2175
5122,5122,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)=O,516.0,532.0,33725.0,0.85,318.2175
5123,5123,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,514.8,530.4,35186.0,0.87,318.2175
5124,5124,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCCO,518.0,536.4,45143.0,0.71,318.2175
5125,5125,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,515.7,535.2,34486.0,0.97,318.2175
5126,5126,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCCOc1ccccc1,522.3,536.8,16923.0,0.61,318.2175
5127,5127,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCCCCO,521.8,534.8,26054.0,0.77,318.2175
5128,5128,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCCO,521.0,534.4,45174.0,0.71,318.2175
5129,5129,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCO,520.4,534.8,28611.0,0.76,318.2175
5130,5130,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCO,519.4,534.4,35916.0,0.76,318.2175
5131,5131,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)O,518.8,534.0,45022.0,0.83,318.2175
5132,5132,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCO,518.9,534.0,44932.0,0.78,318.2175
5133,5133,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,517.7,532.4,45175.0,0.84,318.2175
5134,5134,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CO,516.2,531.6,44932.0,0.91,318.2175
5135,5135,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCCCCC,458.0,564.0,26420.0,0.54,285.35058
5136,5136,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,C1CCCCC1,461.0,567.0,45112.0,0.54,285.35058
5137,5137,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)(Cl)Cl,465.0,580.0,45083.0,0.43,285.35058
5138,5138,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccccc1,465.0,601.0,45052.0,0.4,285.35058
5139,5139,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,Cc1ccccc1,465.0,600.0,45052.0,0.35,285.35058
5140,5140,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCOCC,462.0,587.0,35947.0,0.52,285.35058
5141,5141,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)Cl,464.0,611.0,44348.0,0.35,285.35058
5142,5142,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,Nc1ccccc1,474.0,500.2435736571546,30238.55666372906,0.3450245633446556,285.35058
5143,5143,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccc2ncccc2c1,477.0,625.0,46874.0,0.25,285.35058
5144,5144,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccncc1,472.0,617.0,45112.0,0.23,285.35058
5145,5145,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCc1ccccc1,473.0,628.0,35096.0,0.12,285.35058
5146,5146,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCCO,466.0,611.0,45234.0,0.22,285.35058
5147,5147,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CC(C)=O,461.0,612.0,20972.0,0.39,285.35058
5148,5148,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCO,460.0,614.0,44652.0,0.19,285.35058
5149,5149,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CO,460.0,616.0,44929.0,0.15,285.35058
5150,5150,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,O=[N+]([O-])c1ccccc1,476.0,614.0,42522.0,0.2,285.35058
5151,5151,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCC(O)CO,471.0,633.0,32143.0,0.03,285.35058
5152,5152,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CCCCO,476.0,480.0,30238.55666372906,0.96,484.4588
5153,5153,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC(C)O,476.0,480.0,30238.55666372906,0.96,484.4588
5154,5154,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CO,465.0,478.0,30238.55666372906,0.99,484.4588
5155,5155,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC(C)=O,465.0,475.0,30238.55666372906,0.99,484.4588
5156,5156,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC#N,465.0,478.0,30238.55666372906,0.97,484.4588
5157,5157,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,C1COCCO1,470.0,480.0,30238.55666372906,0.99,484.4588
5158,5158,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CN(C)C=O,468.0,480.0,30238.55666372906,0.95,484.4588
5159,5159,COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,ClC(Cl)Cl,469.0,478.0,30238.55666372906,0.83,484.4588
5160,5160,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,413.0,447.0,30238.55666372906,0.519,288.1041
5161,5161,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CCOCC,413.0,477.0,30238.55666372906,0.868,288.1041
5162,5162,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1COCCO1,417.0,486.0,30238.55666372906,0.794,288.1041
5163,5163,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,416.0,499.0,30238.55666372906,0.699,288.1041
5164,5164,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,420.0,499.0,30238.55666372906,0.684,288.1041
5165,5165,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,COC(C)=O,417.0,514.0,30238.55666372906,0.569,288.1041
5166,5166,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC#N,417.0,528.0,30238.55666372906,0.517,288.1041
5167,5167,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,423.0,530.0,30238.55666372906,0.382,288.1041
5168,5168,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,426.0,490.0,30238.55666372906,0.705,288.1041
5169,5169,CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CO,418.0,517.0,30238.55666372906,0.454,288.1041
5170,5170,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,473.0,478.0,30238.55666372906,0.862,338.16398
5171,5171,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOCC,467.0,509.0,30238.55666372906,0.747,338.16398
5172,5172,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,C1COCCO1,472.0,516.0,30238.55666372906,0.735,338.16398
5173,5173,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,468.0,534.0,30238.55666372906,0.614,338.16398
5174,5174,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,C1CCOC1,472.0,540.0,30238.55666372906,0.517,338.16398
5175,5175,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,COC(C)=O,468.0,562.0,30238.55666372906,0.374,338.16398
5176,5176,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CC#N,468.0,573.0,30238.55666372906,0.296,338.16398
5177,5177,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,474.0,581.0,30238.55666372906,0.187,338.16398
5178,5178,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,477.0,521.0,30238.55666372906,0.86,338.16398
5179,5179,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CO,468.0,564.0,30238.55666372906,0.308,338.16398
5180,5180,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,462.0,478.0,30238.55666372906,0.979,338.16398
5181,5181,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CCOCC,458.0,503.0,30238.55666372906,0.848,338.16398
5182,5182,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,C1COCCO1,463.0,508.0,30238.55666372906,0.863,338.16398
5183,5183,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,458.0,520.0,30238.55666372906,0.663,338.16398
5184,5184,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,462.0,528.0,30238.55666372906,0.658,338.16398
5185,5185,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,COC(C)=O,460.0,541.0,30238.55666372906,0.587,338.16398
5186,5186,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CC#N,458.0,552.0,30238.55666372906,0.638,338.16398
5187,5187,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,464.0,555.0,30238.55666372906,0.561,338.16398
5188,5188,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,466.0,512.0,30238.55666372906,0.743,338.16398
5189,5189,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,CO,458.0,540.0,30238.55666372906,0.499,338.16398
5190,5190,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,474.0,485.0,30238.55666372906,1.0,388.22386
5191,5191,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOCC,472.0,513.0,30238.55666372906,0.999,388.22386
5192,5192,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,C1COCCO1,477.0,518.0,30238.55666372906,0.855,388.22386
5193,5193,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,475.0,536.0,30238.55666372906,0.655,388.22386
5194,5194,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,C1CCOC1,478.0,539.0,30238.55666372906,0.585,388.22386
5195,5195,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,COC(C)=O,477.0,559.0,30238.55666372906,0.441,388.22386
5196,5196,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CC#N,476.0,569.0,30238.55666372906,0.447,388.22386
5197,5197,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,484.0,571.0,30238.55666372906,0.323,388.22386
5198,5198,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,483.0,521.0,30238.55666372906,0.811,388.22386
5199,5199,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,CO,475.0,559.0,30238.55666372906,0.471,388.22386
5200,5200,CC(C)(C)NC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClC(Cl)Cl,377.0,382.0,7.547,0.3,301.38786
5201,5201,CC(C)(C)N1C(=O)c2c(cc3ccc4cccc5ccc2c3c45)C1O,ClC(Cl)Cl,385.0,386.0,4.929,0.14,329.39786
5202,5202,CCCCn1c(=O)c2cc3ccc4cccc5ccc(c2c1=O)c3c45,ClC(Cl)Cl,427.0,460.0,17654.0,0.52,327.38198
5203,5203,CC(C)n1c(=O)c2cc3ccc4cccc5ccc(c2c1=O)c3c45,ClC(Cl)Cl,427.0,457.0,42491.0,0.49,313.3551
5204,5204,CC(C)(C)n1c(=O)c2cc3ccc4cccc5ccc(c2c1=O)c3c45,ClC(Cl)Cl,423.0,451.0,4.0882,0.41,327.38198
5205,5205,O=c1c2cc3ccc4cccc5ccc(c2c(=O)n1-c1ccccc1)c3c45,ClC(Cl)Cl,431.0,461.0,17989.0,0.5,347.37222
5206,5206,CC(C)(C)NC(=O)c1cc2ccc3cccc4ccc(c1C(=O)NC(C)(C)C)c2c34,ClC(Cl)Cl,385.0,392.0,44974.0,0.39,400.52032
5207,5207,CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,Cc1ccccc1,457.9335793,521.0,44986.0,0.26,456.67632
5208,5208,CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,C1CCOC1,427.61686785957215,535.0,45139.0,0.24,456.67632
5209,5209,CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,CC(C)=O,427.61686785957215,564.0,45231.0,0.2,456.67632
5210,5210,CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,CC#N,427.61686785957215,574.0,45261.0,0.3450245633446556,456.67632
5211,5211,CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,CN(C)C=O,427.61686785957215,583.0,42005.0,0.18,456.67632
5212,5212,CCN(CC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CC)CC)cc4)s3)s2)cc1,Cc1ccccc1,467.896679,530.0,44958.0,0.14,512.78384
5213,5213,CCN(CC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CC)CC)cc4)s3)s2)cc1,C1CCOC1,427.61686785957215,544.0,44927.0,0.14,512.78384
5214,5214,CCN(CC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CC)CC)cc4)s3)s2)cc1,CC(C)=O,427.61686785957215,570.0,45231.0,0.13,512.78384
5215,5215,CCN(CC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CC)CC)cc4)s3)s2)cc1,CC#N,427.61686785957215,577.0,41640.0,0.13,512.78384
5216,5216,CCN(CC)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(CC)CC)cc4)s3)s2)cc1,CN(C)C=O,427.61686785957215,586.0,43101.0,0.12,512.78384
5217,5217,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,Cc1ccccc1,440.2214022,532.0,45047.0,0.11,700.92808
5218,5218,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,427.61686785957215,528.0,45078.0,0.1,700.92808
5219,5219,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC(C)=O,427.61686785957215,523.0,45139.0,0.09,700.92808
5220,5220,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,CC#N,427.61686785957215,527.0,45139.0,0.09,700.92808
5221,5221,C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,CN(C)C=O,427.61686785957215,530.0,45139.0,0.11,700.92808
5222,5222,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(F)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,629.0,649.0,4.0,0.35,486.35256
5223,5223,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccccc4)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,643.0,669.0,3.0,0.21,544.46026
5224,5224,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4cccc5ccccc45)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,646.0,669.0,45049.0,0.27,594.52014
5225,5225,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccc5ccc6cccc7ccc4c5c67)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,647.0,670.0,45049.0,0.24,668.60202
5226,5226,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CCCCCC,418.0,465.0,30238.55666372906,0.009,742.91248
5227,5227,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,Cc1ccccc1,437.0,492.0,30238.55666372906,0.015,742.91248
5228,5228,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,ClC(Cl)Cl,445.0,527.0,30238.55666372906,0.036,742.91248
5229,5229,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,C1CCOC1,438.0,532.0,30238.55666372906,0.049,742.91248
5230,5230,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CC(C)=O,435.0,564.0,30238.55666372906,0.142,742.91248
5231,5231,CCCCC1(CCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CS(C)=O,445.0,596.0,30238.55666372906,0.297,742.91248
5232,5232,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CCCCCC,419.0,462.0,30238.55666372906,0.007,855.12752
5233,5233,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,Cc1ccccc1,429.0,486.0,30238.55666372906,0.011,855.12752
5234,5234,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,ClC(Cl)Cl,444.0,530.0,30238.55666372906,0.014,855.12752
5235,5235,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,C1CCOC1,436.0,531.0,30238.55666372906,0.048,855.12752
5236,5236,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CC(C)=O,433.0,568.0,30238.55666372906,0.116,855.12752
5237,5237,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CS(C)=O,441.0,596.0,30238.55666372906,0.245,855.12752
5238,5238,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CCCCCC,419.0,463.0,30238.55666372906,0.008,967.34256
5239,5239,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,Cc1ccccc1,429.0,490.0,30238.55666372906,0.012,967.34256
5240,5240,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,ClC(Cl)Cl,438.0,529.0,30238.55666372906,0.013,967.34256
5241,5241,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,C1CCOC1,433.0,531.0,30238.55666372906,0.046,967.34256
5242,5242,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CC(C)=O,429.0,566.0,30238.55666372906,0.121,967.34256
5243,5243,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,CS(C)=O,437.0,598.0,30238.55666372906,0.228,967.34256
5244,5244,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,C1CCCCC1,401.4452027,443.6557232,45186.0,0.86,321.3821
5245,5245,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CCCCOCCCC,398.5651654,454.9590537,45095.0,0.88,321.3821
5246,5246,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CCCCCl,398.7240829,462.962963,45126.0,0.91,321.3821
5247,5247,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,C1CCOC1,398.5651654,467.7268475,44978.0,0.9,321.3821
5248,5248,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CC(C)=O,396.039604,472.5897921,45039.0,0.85,321.3821
5249,5249,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CC#N,396.8253968,478.0114723,44951.0,0.73,321.3821
5250,5250,c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CN(C)C=O,397.93076,476.6444233,22.0,0.78,321.3821
5251,5251,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,C1CCCCC1,439.5604396,444.4444444,44942.0,0.84,364.4508
5252,5252,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CCCCOCCCC,444.6420631,498.7531172,45034.0,0.77,364.4508
5253,5253,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CCCCCl,448.4304933,515.995872,44946.0,0.64,364.4508
5254,5254,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,C1CCOC1,450.0450045,534.1880342,21.0,0.62,364.4508
5255,5255,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CC(C)=O,450.4504505,552.7915976,45039.0,0.58,364.4508
5256,5256,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CC#N,449.2362983,561.4823133,45070.0,0.57,364.4508
5257,5257,CN(C)c1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,CN(C)C=O,452.6935265,566.893424,45007.0,0.46,364.4508
